,homoloid,mouse,human
751,42544830,Aldh1l2,ALDH1L2
752,42532831,Aldh2,ALDH2
753,42536601,Aldh3a1,ALDH3A1
754,42536295,Aldh3a2,ALDH3A2
755,42536994,Aldh3b1,ALDH3B1
756,42536993,Aldh3b2,ALDH3B2
757,42536995,Aldh3b3,ALDH3B2
758,42545617,Aldh4a1,ALDH4A1
759,42537101,Aldh5a1,ALDH5A1
760,42542125,Aldh6a1,ALDH6A1
761,42542553,Aldh7a1,ALDH7A1
762,42542684,Aldh8a1,ALDH8A1
763,42532550,Aldh9a1,ALDH9A1
764,42543942,Aldoa,ALDOA
765,42538276,Aldob,ALDOB
766,42540886,Aldoc,ALDOC
767,42546467,Alg1,ALG1
768,42544508,Alg10b,ALG10B
769,42532456,Alg11,ALG11
770,42543346,Alg12,ALG12
771,42545197,Alg13,ALG13
772,42543676,Alg14,ALG14
773,42548071,Alg2,ALG2
774,42542190,Alg3,ALG3
775,42547082,Alg5,ALG5
776,42541672,Alg6,ALG6
777,42535912,Alg8,ALG8
778,42537868,Alg9,ALG9
779,42539625,Alk,ALK
780,42534107,Alkal1,ALKAL1
781,42536054,Alkal2,ALKAL2
782,42548306,Alkbh1,ALKBH1
783,42534065,Alkbh2,ALKBH2
784,42542865,Alkbh3,ALKBH3
785,42542256,Alkbh4,ALKBH4
786,42536335,Alkbh5,ALKBH5
787,42535626,Alkbh6,ALKBH6
788,42543884,Alkbh7,ALKBH7
789,42545755,Alkbh8,ALKBH8
790,42544060,Allc,ALLC
791,42534104,Alms1,ALMS1
792,42547496,Alox12,ALOX12
793,42547262,Alox12b,ALOX12B
794,42547497,Alox15,ALOX15
795,42535908,Alox5,ALOX5
796,42536841,Alox5ap,ALOX5AP
797,42533993,Alox8,ALOX15B
798,42547263,Aloxe3,ALOXE3
799,42536861,Alpi,ALPI
800,42547190,Alpk1,ALPK1
801,42548223,Alpk2,ALPK2
802,42540425,Alpk3,ALPK3
803,42542396,Alpl,ALPL
804,42539884,Als2,ALS2
805,42552464,Als2cl,ALS2CL
806,42535351,Alx1,ALX1
807,42540697,Alx3,ALX3
808,42540285,Alx4,ALX4
809,42548386,Alyref,ALYREF
810,42548387,Alyref2,ALYREF
811,42541176,Amacr,AMACR
812,42552869,Ambn,AMBN
813,42536828,Ambp,AMBP
814,42538843,Ambra1,AMBRA1
815,42546734,Amd1,AMD1
816,42546735,Amd2,AMD1
817,42534215,Amdhd1,AMDHD1
818,42541050,Amdhd2,AMDHD2
819,42552029,Amelx,AMELX
820,42546858,Amer1,AMER1
821,42538222,Amer2,AMER2
822,42534291,Amer3,AMER3
823,42535364,Amfr,AMFR
824,42540788,Amh,AMH
825,42552449,Amhr2,AMHR2
826,42540341,Amigo1,AMIGO1
827,42552030,Amigo2,AMIGO2
828,42548446,Amigo3,AMIGO3
829,42539962,Ammecr1,AMMECR1
830,42552945,Ammecr1l,AMMECR1L
831,42548333,Amn,AMN
832,42544444,Amn1,AMN1
833,42538174,Amot,AMOT
834,42548310,Amotl1,AMOTL1
835,42545299,Amotl2,AMOTL2
836,42539629,Ampd1,AMPD1
837,42534266,Ampd2,AMPD2
838,42535030,Ampd3,AMPD3
839,42541462,Amph,AMPH
840,42541380,Amt,AMT
841,42552342,Amtn,AMTN
842,42552549,Amz1,AMZ1
843,42551952,Amz2,AMZ2
844,42542970,Anapc1,ANAPC1
845,42541397,Anapc10,ANAPC10
846,42535550,Anapc11,ANAPC11
847,42538020,Anapc13,ANAPC13
848,42533971,Anapc15,ANAPC15
849,42533970,Anapc15-ps,ANAPC15
850,42543765,Anapc16,ANAPC16
851,42545307,Anapc2,ANAPC2
852,42543820,Anapc4,ANAPC4
853,42542746,Anapc5,ANAPC5
854,42545356,Anapc7,ANAPC7
855,42540393,Ang,ANG
856,42537538,Ang2,ANG
857,42537539,Ang3,ANG
858,42540392,Ang4,ANG
859,42537537,Ang5,ANG
860,42537536,Ang6,ANG
861,42545258,Angel1,ANGEL1
862,42541786,Angel2,ANGEL2
863,42540692,Angpt1,ANGPT1
864,42537976,Angpt2,ANGPT2
865,42546714,Angpt4,ANGPT4
866,42534323,Angptl1,ANGPTL1
867,42541009,Angptl2,ANGPTL2
868,42544173,Angptl3,ANGPTL3
869,42539421,Angptl4,ANGPTL4
870,42547036,Angptl6,ANGPTL6
871,42540958,Angptl7,ANGPTL7
872,42539319,Angptl8,ANGPTL8
873,42537726,Ank,ANKH
874,42540374,Ank1,ANK1
875,42536922,Ank2,ANK2
876,42535945,Ank3,ANK3
877,42542567,Ankar,ANKAR
878,42541957,Ankdd1a,ANKDD1A
879,42543663,Ankdd1b,ANKDD1B
880,42534986,Ankef1,ANKEF1
881,42532589,Ankfn1,ANKFN1
882,42543981,Ankfy1,ANKFY1
883,42541396,Ankhd1,ANKHD1
884,42540823,Ankib1,ANKIB1
885,42546575,Ankk1,ANKK1
886,42533053,Ankle1,ANKLE1
887,42543009,Ankle2,ANKLE2
888,42547652,Ankmy1,ANKMY1
889,42536242,Ankmy2,ANKMY2
890,42538639,Ankra2,ANKRA2
891,42543701,Ankrd1,ANKRD1
892,42536087,Ankrd10,ANKRD10
893,42548338,Ankrd11,ANKRD11
894,42544404,Ankrd12,ANKRD12
895,42537252,Ankrd13a,ANKRD13A
896,42541346,Ankrd13b,ANKRD13B
897,42545934,Ankrd13c,ANKRD13C
898,42548312,Ankrd13d,ANKRD13D
899,42547632,Ankrd16,ANKRD16
900,42551798,Ankrd17,ANKRD17
901,42546668,Ankrd2,ANKRD2
902,42541185,Ankrd22,ANKRD22
903,42552364,Ankrd23,ANKRD23
904,42547345,Ankrd24,ANKRD24
905,42533424,Ankrd26,ANKRD26
906,42537283,Ankrd27,ANKRD27
907,42537397,Ankrd28,ANKRD28
908,42534757,Ankrd29,ANKRD29
909,42552063,Ankrd31,ANKRD31
910,42546498,Ankrd33,ANKRD33
911,42534854,Ankrd33b,ANKRD33B
912,42552147,Ankrd34a,ANKRD34A
913,42542803,Ankrd34b,ANKRD34B
914,42547627,Ankrd34c,ANKRD34C
915,42552694,Ankrd35,ANKRD35
916,42538126,Ankrd37,ANKRD37
917,42541436,Ankrd39,ANKRD39
918,42537134,Ankrd40,ANKRD40
919,42537133,Ankrd40cl,ANKRD40CL
920,42552258,Ankrd42,ANKRD42
921,42546518,Ankrd44,ANKRD44
922,42544226,Ankrd45,ANKRD45
923,42535794,Ankrd46,ANKRD46
924,42538494,Ankrd49,ANKRD49
925,42540305,Ankrd50,ANKRD50
926,42544104,Ankrd52,ANKRD52
927,42534362,Ankrd53,ANKRD53
928,42543296,Ankrd54,ANKRD54
929,42535223,Ankrd55,ANKRD55
930,42543614,Ankrd6,ANKRD6
931,42553670,Ankrd60,ANKRD60
932,42552121,Ankrd61,ANKRD61
933,42551833,Ankrd63,ANKRD63
934,42534272,Ankrd65,ANKRD65
935,42552155,Ankrd66,ANKRD66
936,42552633,Ankrd7,ANKRD7
937,42546109,Ankrd9,ANKRD9
938,42543918,Anks1,ANKS1A
939,42548307,Anks1b,ANKS1B
940,42532488,Anks3,ANKS3
941,42537160,Anks4b,ANKS4B
942,42533054,Anks6,ANKS6
943,42552550,Ankub1,ANKUB1
944,42548556,Ankzf1,ANKZF1
945,42538737,Anln,ANLN
946,42545320,Ano1,ANO1
947,42543691,Ano10,ANO10
948,42542337,Ano2,ANO2
949,42539081,Ano3,ANO3
950,42551940,Ano4,ANO4
951,42541039,Ano5,ANO5
952,42546807,Ano6,ANO6
953,42543672,Ano7,ANO7
954,42537071,Ano8,ANO8
955,42534055,Ano9,ANO9
956,42545319,Anp32-ps,ANP32D
957,42545318,Anp32a,ANP32A
958,42538203,Anp32b,ANP32B
959,42547539,Anp32e,ANP32E
960,42534230,Anpep,ANPEP
961,42534537,Antkmt,ANTKMT
962,42537549,Antxr1,ANTXR1
963,42542254,Antxr2,ANTXR2
964,42537548,Antxrl,ANTXRL
965,42535354,Anxa1,ANXA1
966,42552190,Anxa10,ANXA10
967,42546337,Anxa11,ANXA11
968,42535181,Anxa13,ANXA13
969,42540444,Anxa2,ANXA2
970,42543805,Anxa3,ANXA3
971,42548367,Anxa4,ANXA4
972,42537899,Anxa5,ANXA5
973,42546462,Anxa6,ANXA6
974,42552686,Anxa7,ANXA7
975,42552670,Anxa8,ANXA8
976,42534425,Anxa9,ANXA9
977,42552741,Aoah,AOAH
978,42545628,Aoc1,AOC1
979,42545625,Aoc1l1,AOC1
980,42545626,Aoc1l2,AOC1
981,42545627,Aoc1l3,AOC1
982,42534053,Aoc2,AOC2
983,42534052,Aoc3,AOC3
984,42534384,Aopep,AOPEP
985,42535046,Aox1,AOX1
986,42535045,Aox2,AOX2P
987,42535047,Aox3,AOX3P
988,42544511,Ap1ar,AP1AR
989,42548033,Ap1b1,AP1B1
990,42540321,Ap1g1,AP1G1
991,42544758,Ap1g2,AP1G2
992,42540770,Ap1m1,AP1M1
993,42547142,Ap1m2,AP1M2
994,42545645,Ap1s1,AP1S1
995,42540402,Ap1s2,AP1S2
996,42534217,Ap1s3,AP1S3
997,42548214,Ap2a1,AP2A1
998,42552225,Ap2a2,AP2A2
999,42544240,Ap2b1,AP2B1
1000,42541072,Ap2m1,AP2M1
1001,42547273,Ap2s1,AP2S1
1002,42534483,Ap3b1,AP3B1
1003,42551966,Ap3b2,AP3B2
1004,42541127,Ap3d1,AP3D1
1005,42541854,Ap3m1,AP3M1
1006,42537341,Ap3m2,AP3M2
1007,42553014,Ap3s1,AP3S1
1008,42541112,Ap3s2,AP3S2
1009,42545370,Ap4b1,AP4B1
1010,42546799,Ap4e1,AP4E1
1011,42546072,Ap4m1,AP4M1
1012,42541636,Ap4s1,AP4S1
1013,42546743,Ap5b1,AP5B1
1014,42545818,Ap5m1,AP5M1
1015,42537473,Ap5s1,AP5S1
1016,42546264,Ap5z1,AP5Z1
1017,42544436,Apaf1,APAF1
1018,42537843,Apba1,APBA1
1019,42542171,Apba2,APBA2
1020,42533343,Apba3,APBA3
1021,42545192,Apbb1,APBB1
1022,42536275,Apbb1ip,APBB1IP
1023,42540384,Apbb2,APBB2
1024,42545679,Apbb3,APBB3
1025,42548334,Apc,APC
1026,42541057,Apc2,APC2
1027,42552424,Apcdd1,APCDD1
1028,42534196,Apcs,APCS
1029,42547891,Apeh,APEH
1030,42533262,Apela,APELA
1031,42547543,Apex1,APEX1
1032,42544599,Apex2,APEX2
1033,42552575,Aph1a,APH1A
1034,42538628,Aph1b,APH1B
1035,42538629,Aph1c,APH1B
1036,42541189,Api5,API5
1037,42545928,Apip,APIP
1038,42542167,Aplf,APLF
1039,42542951,Apln,APLN
1040,42542156,Aplnr,APLNR
1041,42538515,Aplp1,APLP1
1042,42538523,Aplp2,APLP2
1043,42548578,Apmap,APMAP
1044,42541200,Apoa1,APOA1
1045,42546959,Apoa2,APOA2
1046,42536145,Apoa4,APOA4
1047,42552336,Apoa5,APOA5
1048,42534974,Apob,APOB
1049,42551926,Apobec1,APOBEC1
1050,42539167,Apobec2,APOBEC2
1051,42551624,Apobec4,APOBEC4
1052,42552251,Apobr,APOBR
1053,42544004,Apoc1,APOC1
1054,42545539,Apoc2,APOC2
1055,42545538,Apoc2l,APOC2
1056,42552971,Apoc3,APOC3
1057,42552617,Apoc4,APOC4
1058,42532633,Apod,APOD
1059,42538503,Apoe,APOE
1060,42545924,Apof,APOF
1061,42540240,Apoh,APOH
1062,42533048,Apol11a,APOL1
1063,42533332,Apol6,APOL6
1064,42533331,Apol7a,APOL2
1065,42533329,Apol7b,APOL2
1066,42533335,Apol7c,APOL2
1067,42533330,Apol7e,APOL2
1068,42534295,Apold1,APOLD1
1069,42539637,Apom,APOM
1070,42552560,Apon,APONP
1071,42538700,Apoo,APOO
1072,42533669,Apool,APOOL
1073,42535335,App,APP
1074,42545745,Appbp2,APPBP2
1075,42535023,Appl1,APPL1
1076,42547892,Appl2,APPL2
1077,42544281,Aprt,APRT
1078,42548468,Aptx,APTX
1079,42544028,Aqp1,AQP1
1080,42544321,Aqp11,AQP11
1081,42552755,Aqp2,AQP2
1082,42545048,Aqp3,AQP3
1083,42548065,Aqp4,AQP4
1084,42552043,Aqp5,AQP5
1085,42552064,Aqp6,AQP6
1086,42541669,Aqp7,AQP7
1087,42537021,Aqp8,AQP8
1088,42547976,Aqp9,AQP9
1089,42543278,Aqr,AQR
1090,42545772,Ar,AR
1091,42539978,Araf,ARAF
1092,42534360,Arap1,ARAP1
1093,42540849,Arap2,ARAP2
1094,42537138,Arap3,ARAP3
1095,42552193,Arc,ARC
1096,42535248,Arcn1,ARCN1
1097,42533520,Areg,AREG
1098,42546295,Arel1,AREL1
1099,42536005,Arf1,ARF1
1100,42537750,Arf2,ARF2P
1101,42546644,Arf3,ARF3
1102,42552160,Arf4,ARF4
1103,42532460,Arf5,ARF5
1104,42535762,Arf6,ARF6
1105,42532553,Arfgap1,ARFGAP1
1106,42542378,Arfgap2,ARFGAP2
1107,42546813,Arfgap3,ARFGAP3
1108,42542375,Arfgef1,ARFGEF1
1109,42542805,Arfgef2,ARFGEF2
1110,42536758,Arfgef3,ARFGEF3
1111,42545693,Arfip1,ARFIP1
1112,42534966,Arfip2,ARFIP2
1113,42540972,Arfrp1,ARFRP1
1114,42536171,Arg1,ARG1
1115,42537313,Arg2,ARG2
1116,42540635,Arglu1,ARGLU1
1117,42544079,Arhgap1,ARHGAP1
1118,42548183,Arhgap10,ARHGAP10
1119,42547509,Arhgap11a,ARHGAP11A
1120,42540456,Arhgap12,ARHGAP12
1121,42542809,Arhgap15,ARHGAP15
1122,42532457,Arhgap17,ARHGAP17
1123,42540410,Arhgap18,ARHGAP18
1124,42538173,Arhgap19,ARHGAP19
1125,42544291,Arhgap20,ARHGAP20
1126,42534884,Arhgap21,ARHGAP21
1127,42533569,Arhgap22,ARHGAP22
1128,42543380,Arhgap23,ARHGAP23
1129,42541588,Arhgap24,ARHGAP24
1130,42539726,Arhgap25,ARHGAP25
1131,42552759,Arhgap26,ARHGAP26
1132,42532590,Arhgap27,ARHGAP27
1133,42546029,Arhgap28,ARHGAP28
1134,42536426,Arhgap29,ARHGAP29
1135,42533382,Arhgap30,ARHGAP30
1136,42543990,Arhgap31,ARHGAP31
1137,42532554,Arhgap32,ARHGAP32
1138,42539663,Arhgap33,ARHGAP33
1139,42533031,Arhgap35,ARHGAP35
1140,42534390,Arhgap36,ARHGAP36
1141,42542440,Arhgap39,ARHGAP39
1142,42535909,Arhgap4,ARHGAP4
1143,42551664,Arhgap40,ARHGAP40
1144,42543012,Arhgap42,ARHGAP42
1145,42535247,Arhgap44,ARHGAP44
1146,42534811,Arhgap45,ARHGAP45
1147,42539622,Arhgap5,ARHGAP5
1148,42552761,Arhgap6,ARHGAP6
1149,42552756,Arhgap8,ARHGAP8
1150,42538102,Arhgap9,ARHGAP9
1151,42538069,Arhgdia,ARHGDIA
1152,42540406,Arhgdib,ARHGDIB
1153,42540405,Arhgdig,ARHGDIG
1154,42541169,Arhgef1,ARHGEF1
1155,42545057,Arhgef10,ARHGEF10
1156,42535928,Arhgef10l,ARHGEF10L
1157,42547576,Arhgef11,ARHGEF11
1158,42532393,Arhgef12,ARHGEF12
1159,42539240,Arhgef15,ARHGEF15
1160,42546407,Arhgef16,ARHGEF16
1161,42534322,Arhgef17,ARHGEF17
1162,42544572,Arhgef18,ARHGEF18
1163,42543325,Arhgef19,ARHGEF19
1164,42536290,Arhgef2,ARHGEF2
1165,42546584,Arhgef25,ARHGEF25
1166,42552855,Arhgef26,ARHGEF26
1167,42539428,Arhgef28,ARHGEF28
1168,42543708,Arhgef3,ARHGEF3
1169,42533022,Arhgef33,ARHGEF33
1170,42547032,Arhgef37,ARHGEF37
1171,42542382,Arhgef38,ARHGEF38
1172,42546669,Arhgef39,ARHGEF39
1173,42540956,Arhgef4,ARHGEF4
1174,42544706,Arhgef40,ARHGEF40
1175,42540659,Arhgef5,ARHGEF5
1176,42538783,Arhgef6,ARHGEF6
1177,42542920,Arhgef7,ARHGEF7
1178,42545214,Arhgef9,ARHGEF9
1179,42541410,Arid1a,ARID1A
1180,42537203,Arid1b,ARID1B
1181,42535034,Arid2,ARID2
1182,42541426,Arid3a,ARID3A
1183,42543369,Arid3b,ARID3B
1184,42534299,Arid3c,ARID3C
1185,42535199,Arid4a,ARID4A
1186,42536728,Arid4b,ARID4B
1187,42540564,Arid5a,ARID5A
1188,42534270,Arid5b,ARID5B
1189,42540033,Arih1,ARIH1
1190,42541821,Arih2,ARIH2
1191,42553947,Arih2os,ARIH2OS
1192,42542670,Arl1,ARL1
1193,42546887,Arl10,ARL10
1194,42535965,Arl11,ARL11
1195,42546832,Arl13a,ARL13A
1196,42540332,Arl13b,ARL13B
1197,42537517,Arl14,ARL14
1198,42538281,Arl14ep,ARL14EP
1199,42552884,Arl14epl,ARL14EPL
1200,42536235,Arl15,ARL15
1201,42548493,Arl16,ARL16
1202,42542362,Arl2,ARL2
1203,42538497,Arl2bp,ARL2BP
1204,42533705,Arl3,ARL3
1205,42539088,Arl4a,ARL4A
1206,42543521,Arl4c,ARL4C
1207,42547847,Arl4d,ARL4D
1208,42547503,Arl5a,ARL5A
1209,42539916,Arl5b,ARL5B
1210,42537282,Arl5c,ARL5C
1211,42541401,Arl6,ARL6
1212,42542569,Arl6ip1,ARL6IP1
1213,42535500,Arl6ip4,ARL6IP4
1214,42536948,Arl6ip5,ARL6IP5
1215,42537357,Arl6ip6,ARL6IP6
1216,42545984,Arl8a,ARL8A
1217,42538585,Arl8b,ARL8B
1218,42537169,Arl9,ARL9
1219,42537542,Armc1,ARMC1
1220,42533222,Armc10,ARMC10
1221,42551713,Armc12,ARMC12
1222,42548351,Armc2,ARMC2
1223,42546123,Armc3,ARMC3
1224,42543078,Armc5,ARMC5
1225,42542634,Armc6,ARMC6
1226,42536296,Armc7,ARMC7
1227,42532538,Armc8,ARMC8
1228,42552170,Armc9,ARMC9
1229,42533221,Armcx1,ARMCX1
1230,42533219,Armcx2,ARMCX2
1231,42533220,Armcx3,ARMCX3
1232,42552024,Armcx4,ARMCX4
1233,42551999,Armcx5,ARMCX5
1234,42552745,Armcx6,ARMCX6
1235,42533130,Armh1,ARMH1
1236,42553626,Armh2,ARMH2
1237,42533610,Armh3,ARMH3
1238,42551873,Armh4,ARMH4
1239,42532919,Armt1,ARMT1
1240,42547998,Arnt,ARNT
1241,42545881,Arnt2,ARNT2
1242,42543929,Arntl,BMAL1
1243,42546399,Arntl2,BMAL2
1244,42539903,Arpc1a,ARPC1A
1245,42546901,Arpc1b,ARPC1B
1246,42535844,Arpc2,ARPC2
1247,42540680,Arpc3,ARPC3
1248,42542508,Arpc4,ARPC4
1249,42544890,Arpc5,ARPC5
1250,42536950,Arpc5l,ARPC5L
1251,42532558,Arpin,ARPIN
1252,42541558,Arpp19,ARPP19
1253,42536870,Arpp21,ARPP21
1254,42542405,Arr3,ARR3
1255,42536289,Arrb1,ARRB1
1256,42540575,Arrb2,ARRB2
1257,42535820,Arrdc1,ARRDC1
1258,42546870,Arrdc2,ARRDC2
1259,42542065,Arrdc3,ARRDC3
1260,42552652,Arrdc4,ARRDC4
1261,42551858,Arrdc5,ARRDC5
1262,42536363,Arsa,ARSA
1263,42537769,Arsb,ARSB
1264,42541395,Arsg,ARSG
1265,42541404,Arsi,ARSI
1266,42533695,Arsj,ARSJ
1267,42537289,Arsk,ARSK
1268,42541607,Art1,ART1
1269,42541605,Art2b,ART2BP
1270,42551728,Art3,ART3
1271,42543206,Art4,ART4
1272,42541608,Art5,ART5
1273,42552962,Artn,ARTN
1274,42547416,Arv1,ARV1
1275,42537655,Arvcf,ARVCF
1276,42536371,Arx,ARX
1277,42542050,As3mt,AS3MT
1278,42543484,Asah1,ASAH1
1279,42546935,Asah2,ASAH2
1280,42541631,Asap1,ASAP1
1281,42542217,Asap2,ASAP2
1282,42547833,Asap3,ASAP3
1283,42547087,Asb1,ASB1
1284,42537600,Asb10,ASB10
1285,42541836,Asb11,ASB11
1286,42536184,Asb12,ASB12
1287,42541569,Asb13,ASB13
1288,42537584,Asb14,ASB14
1289,42535657,Asb15,ASB15
1290,42543652,Asb16,ASB16
1291,42552468,Asb17,ASB17
1292,42534301,Asb18,ASB18
1293,42545407,Asb2,ASB2
1294,42540752,Asb3,ASB3
1295,42543801,Asb4,ASB4
1296,42534280,Asb5,ASB5
1297,42543664,Asb6,ASB6
1298,42546609,Asb7,ASB7
1299,42538579,Asb8,ASB8
1300,42552180,Asb9,ASB9
1301,42540829,Ascc1,ASCC1
1302,42542734,Ascc2,ASCC2
1303,42544729,Ascc3,ASCC3
1304,42535362,Ascl1,ASCL1
1305,42535363,Ascl2,ASCL2
1306,42553448,Ascl3,ASCL3
1307,42552009,Ascl4,ASCL4
1308,42552848,Ascl5,ASCL5
1309,42532842,Asf1a,ASF1A
1310,42532841,Asf1b,ASF1B
1311,42532642,Asgr1,ASGR1
1312,42532643,Asgr2,ASGR2
1313,42537359,Ash1l,ASH1L
1314,42539902,Ash2l,ASH2L
1315,42538257,Asic1,ASIC1
1316,42543804,Asic2,ASIC2
1317,42546081,Asic3,ASIC3
1318,42541683,Asic4,ASIC4
1319,42551683,Asic5,ASIC5
1320,42540171,Asl,ASL
1321,42535527,Asmt,ASMT
1322,42538124,Asns,ASNS
1323,42538107,Asnsd1,ASNSD1
1324,42548451,Aspa,ASPA
1325,42537897,Aspdh,ASPDH
1326,42538326,Aspg,ASPG
1327,42545828,Asph,ASPH
1328,42534420,Asphd1,ASPHD1
1329,42546828,Asphd2,ASPHD2
1330,42544411,Aspm,ASPM
1331,42534993,Aspn,ASPN
1332,42553399,Asprv1,ASPRV1
1333,42534615,Aspscr1,ASPSCR1
1334,42536990,Asrgl1,ASRGL1
1335,42538589,Ass1,ASS1
1336,42532990,Aste1,ASTE1
1337,42534726,Astl,ASTL
1338,42543738,Astn1,ASTN1
1339,42552977,Astn2,ASTN2
1340,42532539,Asxl1,ASXL1
1341,42544228,Asxl2,ASXL2
1342,42551629,Asxl3,ASXL3
1343,42547651,Asz1,ASZ1
1344,42538453,Atad1,ATAD1
1345,42534079,Atad2,ATAD2
1346,42544964,Atad2b,ATAD2B
1347,42548029,Atad3a,ATAD3A
1348,42534979,Atad5,ATAD5
1349,42543700,Atat1,ATAT1
1350,42542542,Atcay,ATCAY
1351,42546461,Ate1,ATE1
1352,42535442,Atf1,ATF1
1353,42553792,Atf1-ps,ATF1
1354,42546479,Atf2,ATF2
1355,42539662,Atf3,ATF3
1356,42538750,Atf4,ATF4
1357,42538138,Atf5,ATF5
1358,42544064,Atf6,ATF6
1359,42533558,Atf6b,ATF6B
1360,42541332,Atf7,ATF7
1361,42545344,Atf7ip,ATF7IP
1362,42548246,Atf7ip2,ATF7IP2
1363,42547856,Atg10,ATG10
1364,42532490,Atg101,ATG101
1365,42540959,Atg12,ATG12
1366,42546038,Atg13,ATG13
1367,42533775,Atg14,ATG14
1368,42536217,Atg16l1,ATG16L1
1369,42541918,Atg16l2,ATG16L2
1370,42533816,Atg2a,ATG2A
1371,42533165,Atg2b,ATG2B
1372,42547961,Atg3,ATG3
1373,42536214,Atg4a,ATG4A
1374,42536213,Atg4a-ps,ATG4A
1375,42547103,Atg4b,ATG4B
1376,42540693,Atg4c,ATG4C
1377,42542637,Atg4d,ATG4D
1378,42539133,Atg5,ATG5
1379,42536364,Atg7,ATG7
1380,42542772,Atg9a,ATG9A
1381,42548257,Atg9b,ATG9B
1382,42538490,Atic,ATIC
1383,42544272,Atl1,ATL1
1384,42547215,Atl2,ATL2
1385,42535801,Atl3,ATL3
1386,42547660,Atm,ATM
1387,42543348,Atmin,ATMIN
1388,42543488,Atn1,ATN1
1389,42541283,Atoh1,ATOH1
1390,42538685,Atoh7,ATOH7
1391,42538530,Atoh8,ATOH8
1392,42548296,Atosa,ATOSA
1393,42538183,Atosb,ATOSB
1394,42547517,Atox1,ATOX1
1395,42541961,Atp10a,ATP10A
1396,42545694,Atp10b,ATP10B
1397,42539790,Atp10d,ATP10D
1398,42537660,Atp11a,ATP11A
1399,42538883,Atp11b,ATP11B
1400,42542269,Atp11c,ATP11C
1401,42552596,Atp12a,ATP12A
1402,42540775,Atp13a1,ATP13A1
1403,42545435,Atp13a2,ATP13A2
1404,42543806,Atp13a3,ATP13A3
1405,42552266,Atp13a4,ATP13A4
1406,42552662,Atp13a5,ATP13A5
1407,42536080,Atp1a1,ATP1A1
1408,42537012,Atp1a2,ATP1A2
1409,42543522,Atp1a3,ATP1A3
1410,42551685,Atp1a4,ATP1A4
1411,42537398,Atp1b1,ATP1B1
1412,42535555,Atp1b2,ATP1B2
1413,42538918,Atp1b3,ATP1B3
1414,42534931,Atp1b4,ATP1B4
1415,42537745,Atp23,ATP23
1416,42539679,Atp2a1,ATP2A1
1417,42537596,Atp2a2,ATP2A2
1418,42541949,Atp2a3,ATP2A3
1419,42537432,Atp2b1,ATP2B1
1420,42543227,Atp2b2,ATP2B2
1421,42537595,Atp2b3,ATP2B3
1422,42539343,Atp2b4,ATP2B4
1423,42545905,Atp2c1,ATP2C1
1424,42551844,Atp2c2,ATP2C2
1425,42551638,Atp4a,ATP4A
1426,42552852,Atp4b,ATP4B
1427,42545710,Atp5a1,ATP5F1A
1428,42534183,Atp5b,ATP5F1B
1429,42536254,Atp5c1,ATP5F1C
1430,42537515,Atp5d,ATP5F1D
1431,42537368,Atp5g1,ATP5MC1
1432,42552365,Atp5g2,ATP5MC2
1433,42544978,Atp5g3,ATP5MC3
1434,42534766,Atp5h,ATP5PD
1435,42532395,Atp5j,ATP5PF
1436,42535050,Atp5j2,ATP5MF
1437,42541215,Atp5k,ATP5ME
1438,42532379,Atp5md,ATP5MK
1439,42539283,Atp5mpl,ATP5MJ
1440,42547283,Atp5o,ATP5PO
1441,42546305,Atp5pb,ATP5PB
1442,42539219,Atp6ap1,ATP6AP1
1443,42533968,Atp6ap1l,ATP6AP1L
1444,42540331,Atp6ap2,ATP6AP2
1445,42541709,Atp6v0a1,ATP6V0A1
1446,42541727,Atp6v0a2,ATP6V0A2
1447,42552902,Atp6v0a4,ATP6V0A4
1448,42543079,Atp6v0b,ATP6V0B
1449,42540522,Atp6v0c,ATP6V0C
1450,42548561,Atp6v0d1,ATP6V0D1
1451,42552887,Atp6v0d2,ATP6V0D2
1452,42533645,Atp6v0e,ATP6V0E1
1453,42545859,Atp6v0e2,ATP6V0E2
1454,42546727,Atp6v1a,ATP6V1A
1455,42552643,Atp6v1b1,ATP6V1B1
1456,42537190,Atp6v1b2,ATP6V1B2
1457,42536600,Atp6v1c1,ATP6V1C1
1458,42532323,Atp6v1c2,ATP6V1C2
1459,42535206,Atp6v1d,ATP6V1D
1460,42533806,Atp6v1e1,ATP6V1E1
1461,42541818,Atp6v1e2,ATP6V1E2
1462,42540239,Atp6v1f,ATP6V1F
1463,42552186,Atp6v1fnb,ATP6V1FNB
1464,42541052,Atp6v1g1,ATP6V1G1
1465,42551917,Atp6v1g2,ATP6V1G2
1466,42552819,Atp6v1g3,ATP6V1G3
1467,42544553,Atp6v1h,ATP6V1H
1468,42541666,Atp7a,ATP7A
1469,42534293,Atp7b,ATP7B
1470,42536859,Atp8a1,ATP8A1
1471,42540848,Atp8a2,ATP8A2
1472,42547930,Atp8b1,ATP8B1
1473,42542016,Atp8b2,ATP8B2
1474,42542837,Atp8b3,ATP8B3
1475,42544237,Atp8b4,ATP8B4
1476,42537115,Atp8b5,ATP8B5P
1477,42552116,Atp9a,ATP9A
1478,42543743,Atp9b,ATP9B
1479,42542456,Atpaf1,ATPAF1
1480,42540085,Atpaf2,ATPAF2
1481,42533776,Atpif1,ATP5IF1
1482,42546003,Atpsckmt,ATPSCKMT
1483,42545439,Atr,ATR
1484,42545814,Atraid,ATRAID
